week,slot_number,brand,recipe_title,person_size,calories,grams
2026-W26,48,HelloFresh,Caramelised Tofu and Aubergine Stir-Fry,2,2730,668.8
2026-W26,49,HelloFresh,"Creamy Mushroom, Spinach & Ricotta Tortelloni",2,2680,431.4
2026-W26,50,HelloFresh,Italian Inspired Butter Bean Cassoulet,2,2489,583.9
2026-W26,51,HelloFresh,Charred Courgette & Creamy Tomato Butter Beans,2,2324,624.5
2026-W26,52,HelloFresh,Sour Cherry Chicken on Jewelled Pearl Couscous,2,2619,590.2
2026-W26,53,HelloFresh,Hot Honey Spiced Chicken Thighs,2,2666,552.6
2026-W26,54,HelloFresh,Fragrant Lamb Noodle Stir-Fry,2,2314,477.8
2026-W26,55,HelloFresh,"Stovetop Bacon, White Wine and Mushroom Risotto",2,2600,726.9
2026-W26,56,HelloFresh,Spiced Barramundi and Parsley Gremolata,2,1811,458.8
2026-W26,57,HelloFresh,Spiced Almond Crumbed Chicken,2,2814,517.5
2026-W26,58,HelloFresh,Quick Sweet and Sticky Beef,2,2608,390.7
2026-W26,59,HelloFresh,Red Wine Lamb Ragu and Linguine,2,2945,546.9
2026-W26,60,HelloFresh,Chipotle Chicken Fajita Traybake,2,2081,521.3
2026-W26,61,HelloFresh,Caribbean Inspired Pineapple Jerk Chicken Thighs,2,3746,740
2026-W26,62,HelloFresh,"Monkfish, Bacon and Pea Oven-Baked Risotto",2,3332,733.5
2026-W26,63,HelloFresh,Lamb Steak and Truffled Parmigiano Reggiano Sauce,2,2623,614
2026-W26,64,HelloFresh,21 Day Aged Fillet Steak and Peppercorn Sauce,2,2258,569.4
2026-W26,65,HelloFresh,Bulgogi Pulled Beef Burger and Black Sesame Chips,2,3997,774.5
2026-W26,66,HelloFresh,"Creamy Pesto Chicken, Bacon and Pea Tagliatelle",2,6114,786
2026-W26,67,HelloFresh,Teriyaki Pork Belly and Sushi Rice Donburi,2,4136,633.5
2026-W26,68,HelloFresh,Crispy Buffalo Chicken Tacos and Cheesy Chips,2,5772,861
2026-W26,69,HelloFresh,King Prawn Topped Sea Bream and Mango Salsa,2,2288,705
2026-W26,70,HelloFresh,Cheesy Chipotle Black Bean Enchiladas,2,4490,823
2026-W26,71,HelloFresh,Korma Baked Basa and Chips,2,2641,578.5
2026-W26,72,HelloFresh,Curried Chicken Thigh Traybake,2,3684,721.5
2026-W26,73,HelloFresh,Loaded Beef Chilli Nachos,2,3955,537
2026-W26,74,HelloFresh,Crispy Serrano Caprese Bruschetta,2,2021,416
2026-W26,75,HelloFresh,Marry Me Chicken,2,2536,626
2026-W26,76,HelloFresh,Chicken in Creamy Tarragon Sauce,2,2294,601.3
2026-W26,77,HelloFresh,"Banging Bacon, Mustard and Mushroom Pie",2,2613,718
2026-W26,78,HelloFresh,Cheeseburger Inspired Beef Quesadillas Rapidas,2,4021,493
2026-W26,79,HelloFresh,Buffalo Style Chicken Salad,2,2825,483.8
2026-W26,80,HelloFresh,Cumberland Sausages in Mustard Cream Sauce,2,3208,766.9
2026-W27,1,HelloFresh,Indonesian Style Spiced Chicken Noodles,2,2214,423.8
2026-W27,2,HelloFresh,Family Favourite Beef & Pork Cheddar Cheeseburger,2,3931,625.7
2026-W27,3,HelloFresh,Pronto Bacon and Mushroom Rigatoni,2,2961,432.9
2026-W27,4,HelloFresh,North Indian Style Chicken Stuffed Cheesy Naan,2,4292,613.8
2026-W27,5,HelloFresh,Oven-Baked Chorizo and Sweetcorn Risotto,2,3323,626
2026-W27,6,HelloFresh,Mixed Bean Loaded Fries,2,3130,873.5
2026-W27,7,HelloFresh,Build Your Own: Sausage Meatball Marinara Subs,2,3809,570.7
2026-W27,8,HelloFresh,Mediterranean Style Chicken and Creamy Pesto Orzo,2,3860,580
2026-W27,9,HelloFresh,"Sausage & Apple Meatballs, Mash and Gravy",2,3064,704
2026-W27,10,HelloFresh,Naked Spiced Lamb Kofta Kebab Salad,2,2633,485.8
2026-W27,11,HelloFresh,Persian Style Spiced Chicken Stew,2,2262,935.7
2026-W27,12,HelloFresh,Glazed Beef Koftas and Muhammara Inspired Sauce,2,3160,669.3
2026-W27,13,HelloFresh,Chermoula Chicken Loaded Naan,2,4076,461.8
2026-W27,14,HelloFresh,Sticky Harissa Carrot and Crispy Chickpea Salad,2,4078,708.5
2026-W27,15,HelloFresh,Triple Cheese & Spinach Gözleme Inspired Quesadillas,2,3611,582.6
2026-W27,16,HelloFresh,Spiced Chicken and Yellow Courgette Loaded Naans,2,3858,654.5
2026-W27,17,HelloFresh,Campfire Style Sausage Meatball Chilli and Rice,2,4244,963.5
2026-W27,18,HelloFresh,Crispy Pork Schnitzel and Hoisin Plum Sauce,2,2903,581.3
2026-W27,19,HelloFresh,"Honey Dijon Bacon, Potato and Apple Salad",2,2859,501.5
2026-W27,20,HelloFresh,"Miso, Green Chilli and Yellow Courgette Rigatoni",2,3382,711.3
2026-W27,21,HelloFresh,Campfire Style BBQ Bean Quesadillas,2,3712,566.5
2026-W27,22,HelloFresh,Glazed Rump Steak and Soy Butter Potatoes,2,2438,473.2
2026-W27,23,HelloFresh,Sriracha Pork Belly and Easy Sesame Fried Rice,2,3257,507
2026-W27,24,HelloFresh,Pan-Seared Lamb Steak and Salsa Verde,2,2475,733.4
2026-W27,25,HelloFresh,Hot Honey Baked Salmon,2,3288,499.5
2026-W27,26,HelloFresh,Baked Spiced Barramundi and Herby Olive Couscous,2,2207,409.5
2026-W27,27,HelloFresh,Gambas Pil Pil Inspired Prawns,2,1992,587.2
2026-W27,28,HelloFresh,Simple Lemon and Prawn Rigatoni,2,2431,493
2026-W27,29,HelloFresh,Easy Peasy Pork and Mushroom Stir-Fry,2,2804,361.3
2026-W27,30,HelloFresh,Super Quick Lemongrass Chicken Noodles,2,2123,417.5
2026-W27,31,HelloFresh,15 Minute Cheesy Bacon Orzo,2,3068,351.3
2026-W27,32,HelloFresh,Speedy Sausages and Smoky Cowboy Beans,2,2387,580.8
2026-W27,33,HelloFresh,Cosy Sausage Traybake and Cheesy Wedges,2,2767,701.9
2026-W27,34,HelloFresh,Fuss-Free Tandoori Inspired Chicken Traybake,2,3247,691
2026-W27,35,HelloFresh,Roasted Chicken Thighs and Cheesy Leek Sauce,2,3254,627.9
2026-W27,36,HelloFresh,Smoky Mexican Style Pork Burrito Bowl,2,3502,514.8
2026-W27,37,HelloFresh,Weeknight Fragrant Hoisin Pork Noodles,2,3310,480
2026-W27,38,HelloFresh,Korean Style BBQ Pork Mince,2,3129,571
2026-W27,39,HelloFresh,Creamy Cajun Chicken Penne,2,2882,463.8
2026-W27,40,HelloFresh,Peri Peri Chicken Fajita Style Tacos,2,3203,490.3
2026-W27,41,HelloFresh,Quick Thai Green Style Veggie Curry,2,2329,423.2
2026-W27,42,HelloFresh,Rapid Roasted Pepper and Aubergine Rigatoni,2,2566,555
2026-W27,43,HelloFresh,Quick Sticky Tandoori Spiced Cauliflower Salad,2,1731,510.8
2026-W27,44,HelloFresh,Vibrant Veggie Burrito Bowl,2,2542,673.3
2026-W27,45,HelloFresh,Chipotle Lentil and Mushroom Enchiladas,2,3052,497
2026-W27,46,HelloFresh,Pan-Fried Halloumi and Pesto Drizzle,2,2963,599.2
2026-W27,47,HelloFresh,Sticky Spiced Mango Glazed Paneer Tacos,2,4675,622.4
2026-W27,48,HelloFresh,Sweet Sambal-Hoisin Tofu and Coriander Rice,2,2578,572.5
2026-W27,49,HelloFresh,Pesto Dressed Caprese Style Salad,2,2606,464
2026-W27,50,HelloFresh,Rich and Creamy Veggie 'Nduja Tortelloni,2,2663,432.5
2026-W27,51,HelloFresh,Middle Eastern Style Roasted Veg Salad,2,2601,711
2026-W27,52,HelloFresh,Quick Greek Style Herby Chicken Pasta Salad,2,2304,433.7
2026-W27,53,HelloFresh,Creamy Honey and Mustard Chicken,2,2355,550
2026-W27,54,HelloFresh,Greek Style Herby Lamb and Couscous Bowl,2,2496,492.9
2026-W27,55,HelloFresh,Cured Ham Tortelloni in Creamy Mushroom Sauce,2,2481,336
2026-W27,56,HelloFresh,Basa in Creamy Cajun Sauce,2,2154,474
2026-W27,57,HelloFresh,Red Thai Style Marinated Chicken Skewers and Chips,2,2214,576.7
2026-W27,58,HelloFresh,Lebanese Style Baked Beef Meatballs in Tomato Sauce,2,2470,581
2026-W27,59,HelloFresh,Easy Peasy Gochujang Pork Noodles,2,2809,327.5
2026-W27,60,HelloFresh,Chermoula Baked Chicken Thighs,2,3057,571.3
2026-W27,61,HelloFresh,"Beef, Chickpea and Spinach Rogan Josh",2,3734,781.3
2026-W27,62,HelloFresh,Roasted Salmon and Thai Green Style Curry,2,4213,675.6
2026-W27,63,HelloFresh,21 Day Aged Sirloin Steak and Cheesy Rosemary Chips,2,2923,530.5
2026-W27,64,HelloFresh,"Monkfish, Bacon and Butternut Oven-Baked Risotto",2,3424,869.8
2026-W27,65,HelloFresh,Easy Pulled Beef Ragu and Fresh Tagliatelle,2,4654,688.5
2026-W27,66,HelloFresh,Satay Chicken and King Prawn Loaded Tortillas,2,5686,963.5
2026-W27,67,HelloFresh,Chipotle Ribs and Cheesy Chorizo Smashed Potatoes,2,4963,810
2026-W27,68,HelloFresh,Greek Inspired 21 Day Aged Rump Steak Salad,2,3234,773.9
2026-W27,69,HelloFresh,Fried Peri Peri Chicken & Crispy Bacon Burger,2,5335,844.5
2026-W27,70,HelloFresh,Ultimate Truffle Mushroom Mac and Cheese,2,5665,552
2026-W27,71,HelloFresh,Korma Baked Basa and Chips,2,2641,578.5
2026-W27,72,HelloFresh,Curried Chicken Thigh Traybake,2,3684,721.5
2026-W27,73,HelloFresh,Loaded Beef Chilli Nachos,2,3955,537
2026-W27,74,HelloFresh,Crispy Serrano Caprese Bruschetta,2,2021,416
2026-W27,75,HelloFresh,Marry Me Chicken,2,2536,626
2026-W27,76,HelloFresh,Chicken in Creamy Tarragon Sauce,2,2294,601.3
2026-W27,77,HelloFresh,"Banging Bacon, Mustard and Mushroom Pie",2,2613,718
2026-W27,78,HelloFresh,Cheeseburger Inspired Beef Quesadillas Rapidas,2,4021,493
2026-W27,79,HelloFresh,Buffalo Style Chicken Salad,2,2825,483.8
2026-W27,80,HelloFresh,Cumberland Sausages in Mustard Cream Sauce,2,3208,766.9
2026-W28,1,HelloFresh,Speedy Butter Chicken Baked Naan,2,3443,451.3
2026-W28,2,HelloFresh,Honey Miso Mushroom Beef and Pork,2,2913,355
2026-W28,3,HelloFresh,Pork Meatballs in Cajun Spiced Tomato & Leek Sauce,2,2977,742.5
2026-W28,4,HelloFresh,Sweet Chilli Fried Chicken Tacos,2,4512,726.3
2026-W28,5,HelloFresh,Italian Inspired Sausage Naanizza,2,3636,401.5
2026-W28,6,HelloFresh,"Mild Potato, Coconut and Cashew Curry",2,3455,777
2026-W28,7,HelloFresh,Build Your Own: Crispy Chicken Goujons Feast,2,3309,745.8
2026-W28,8,HelloFresh,Family Favourite Chicken & Creamy Courgette Pasta,2,2907,510.2
2026-W28,9,HelloFresh,Mexican Style Cheesy Pork Empanadas,2,5725,760.3
2026-W28,10,HelloFresh,Warming Harissa Beef and Sweet Potato Bulgur Bowl,2,3437,697.5
2026-W28,11,HelloFresh,Chermoula Chicken on Caramelised Onion Lentils,2,3057,656
2026-W28,12,HelloFresh,Chermoula Pork Koftas and Greek Style Fries,2,2675,518.8
2026-W28,13,HelloFresh,Harissa Beef Stuffed Courgettes,2,2912,735
2026-W28,14,HelloFresh,Chermoula Meat-Free Koftas in Honey-Harissa Sauce,2,3022,499
2026-W28,15,HelloFresh,Smoky Tagine Inspired Butternut and Chickpeas,2,2291,806.3
2026-W28,16,HelloFresh,Baked Chicken Thighs and Summer Bean Almond Salad,2,3514,590
2026-W28,17,HelloFresh,Campfire Style Tandoori Beef Meatball Curry,2,3029,673.3
2026-W28,18,HelloFresh,Summer Pesto Orzo and Herby Chicken Thighs,2,4492,573.8
2026-W28,19,HelloFresh,Quick Indonesian Inspired Pork Noodles,2,2991,406.8
2026-W28,20,HelloFresh,One Pot Campfire Style Cheesy Minestrone Soup,2,2284,818.3
2026-W28,21,HelloFresh,Green & Yellow Courgette Cheesy Summer Tart,2,4979,765.5
2026-W28,22,HelloFresh,21 Day Aged Rump Steak and Creamy Cajun Rigatoni,2,3696,462.3
2026-W28,23,HelloFresh,Confit Duck Leg and Caramelised Leek Jus,2,3493,945.5
2026-W28,24,HelloFresh,Honey Gochujang Pulled Chicken Rice Bowl,2,2947,513.5
2026-W28,25,HelloFresh,Salmon in Creamy Cajun Sauce,2,2660,528.8
2026-W28,26,HelloFresh,German Inspired Haddock in Mustard Cream Sauce,2,2328,509.5
2026-W28,27,HelloFresh,Peanut and Prawn Noodle Stir-Fry,2,2050,446
2026-W28,28,HelloFresh,Prawn Green Thai Style Curry,2,2309,410
2026-W28,29,HelloFresh,Easy Peasy Thai Inspired Pork Noodle Stir-Fry,2,2939,366.7
2026-W28,30,HelloFresh,15 Minute Coronation Chicken,2,3018,431.3
2026-W28,31,HelloFresh,Super Quick Teriyaki Pork,2,3168,407.5
2026-W28,32,HelloFresh,"One Pot Sausage, Butter Bean & Mushroom Cassoulet",2,2714,622.4
2026-W28,33,HelloFresh,Oven-Baked Chorizo and Tomato Risotto,2,3177,641.4
2026-W28,34,HelloFresh,Peri Peri Chicken Breast Traybake,2,2781,522.3
2026-W28,35,HelloFresh,Creamy Spiced Lentil and Chicken Curry,2,2445,555
2026-W28,36,HelloFresh,Super Quick Chorizo and Tomato Spaghetti,2,3004,346.3
2026-W28,37,HelloFresh,Middle Eastern Style Chermoula Pork,2,3160,671
2026-W28,38,HelloFresh,Sausages and Bratkartoffeln Inspired Potatoes,2,2836,502.8
2026-W28,39,HelloFresh,West African Style Spiced Chicken Thighs,2,3359,698.5
2026-W28,40,HelloFresh,Chorizo and Yellow Courgette Pan-Fried Gnocchi,2,2902,609.5
2026-W28,41,HelloFresh,Sweet Potato and Refried Bean Burrito Bowl,2,2560,491.3
2026-W28,42,HelloFresh,Cheesy Gochujang Black Bean Quesadillas,2,4123,513
2026-W28,43,HelloFresh,Simple Stovetop Veggie 'Nduja Mac & Cheese,2,3640,355.9
2026-W28,44,HelloFresh,Blair's Tartan Army Mexican Style Spiced Soup,2,3416,854.3
2026-W28,45,HelloFresh,Veggie Peanut Noodle Stir-Fry,2,2291,364.5
2026-W28,46,HelloFresh,Halloumi Steaks and Passion Fruit & Coriander Salsa,2,3083,467.8
2026-W28,47,HelloFresh,Summer Bean Ratatouille and Rice,2,2573,744.5
2026-W28,48,HelloFresh,"Sweet Potato, Ginger & Garlic Tofu Stew",2,2764,663.2
2026-W28,49,HelloFresh,Loaded Cheesy Veggie Burger and Fries,2,3649,577
2026-W28,50,HelloFresh,Baked Goat's Cheese & Caramelised Onion Naanizza,2,2505,318.5
2026-W28,51,HelloFresh,Arrabbiata Style Spinach and Ricotta Tortelloni,2,2550,415.4
2026-W28,52,HelloFresh,Speedy Tomato Cajun Chicken,2,2377,595.3
2026-W28,53,HelloFresh,Teriyaki-Sambal Chicken Donburi,2,2460,580.5
2026-W28,54,HelloFresh,Warm Butternut Squash and Chorizo Salad,2,2262,531.2
2026-W28,55,HelloFresh,"Sausage, Apple and Root Veg Traybake",2,2357,703.5
2026-W28,56,HelloFresh,Pesto Baked Basa and Warm Tomato Salsa,2,2298,481.9
2026-W28,57,HelloFresh,Family Favourite Thyme Roasted Chicken,2,2345,709.8
2026-W28,58,HelloFresh,Beef and Beany Quesadillas,2,2488,419
2026-W28,59,HelloFresh,Cheesy Mash Topped Rich Pork Pie,2,2763,579.9
2026-W28,60,HelloFresh,Seared Chicken on Cashew & Miso Braised Chickpeas,2,3265,647.9
2026-W28,61,HelloFresh,Mediterranean Style Chicken Thighs,2,4114,768.5
2026-W28,62,HelloFresh,21 Day Aged Rump Steak and Bacon Smashed Potatoes,2,3742,594
2026-W28,63,HelloFresh,Herby Lamb Steak and Garlic Butter,2,2453,525.5
2026-W28,64,HelloFresh,Roasted Salmon and Creamy Chive & Pea Tagliatelle,2,6164,733.7
2026-W28,65,HelloFresh,Chipotle Pulled Chicken and Chorizo Quesadillas,2,6490,820.4
2026-W28,66,HelloFresh,Serrano Wrapped Chicken and Cheesy Truffle Potatoes,2,2868,641.5
2026-W28,67,HelloFresh,Thai Style Sea Bream Parcels & Sweet Chilli King Prawns,2,2996,719
2026-W28,68,HelloFresh,Crispy Bacon Beef Burger and Creamy Truffle Sauce,2,5005,671.1
2026-W28,69,HelloFresh,Greek Style Chicken and Halloumi BBQ Skewers,2,6590,910.4
2026-W28,70,HelloFresh,Pulled Teriyaki Fable Mushroom Bao,2,4085,612
2026-W28,71,HelloFresh,Korma Baked Basa and Chips,2,2641,578.5
2026-W28,72,HelloFresh,Curried Chicken Thigh Traybake,2,3684,721.5
2026-W28,73,HelloFresh,Loaded Beef Chilli Nachos,2,3955,537
2026-W28,74,HelloFresh,Crispy Serrano Caprese Bruschetta,2,2021,416
2026-W28,75,HelloFresh,Marry Me Chicken,2,2536,626
2026-W28,76,HelloFresh,Chicken in Creamy Tarragon Sauce,2,2294,601.3
2026-W28,77,HelloFresh,"Banging Bacon, Mustard and Mushroom Pie",2,2613,718
2026-W28,78,HelloFresh,Cheeseburger Inspired Beef Quesadillas Rapidas,2,4021,493
2026-W28,79,HelloFresh,Buffalo Style Chicken Salad,2,2825,483.8
2026-W28,80,HelloFresh,Cumberland Sausages in Mustard Cream Sauce,2,3208,766.9
2026-W29,1,HelloFresh,Fragrant Chicken Coconut Curry,2,2999,652
2026-W29,2,HelloFresh,Easy Cheesy Beef and Pork Chilli Loaded Sweet Potato,2,4148,870.8
2026-W29,3,HelloFresh,Pork Polpette in Rich Tomato Sauce,2,3696,512.4
2026-W29,4,HelloFresh,Teriyaki Chicken Tacos and Chips,2,3177,585.9
2026-W29,5,HelloFresh,Teriyaki Sesame Glazed Chicken Thighs,2,2823,607.5
2026-W29,6,HelloFresh,Pronto Pesto Pasta Verde,2,3753,410.3
2026-W29,7,HelloFresh,Smoky BBQ Pulled Chicken Buns,2,4053,687.9
2026-W29,8,HelloFresh,Family Favourite Mexican Style Pork Meatball Bowl,2,3797,596.3
2026-W29,9,HelloFresh,"Chicken Korma, Coconut Rice and Flaked Almonds",2,3954,730
2026-W29,10,HelloFresh,Naked Spiced Lamb Kofta Kebab Salad,2,2639,485.8
2026-W29,11,HelloFresh,Chermoula Baked Chicken Thighs,2,3181,571.3
2026-W29,12,HelloFresh,Spiced Pork Meatballs in Harissa & Garlic Sauce,2,3291,670.3
2026-W29,13,HelloFresh,Middle Eastern Inspired Beef Tagine,2,3201,694.5
2026-W29,14,HelloFresh,Chermoula Chicken Loaded Naan,2,4076,461.8
2026-W29,15,HelloFresh,Nohut Dürüm: Turkish Inspired Spiced Chickpea Wraps,2,3002,544.8
2026-W29,16,HelloFresh,Spiced Chicken and Yellow Courgette Loaded Naans,2,3858,654.5
2026-W29,17,HelloFresh,"Chorizo, Summer Bean and Blistered Tomato Macaroni",2,2812,311.3
2026-W29,18,HelloFresh,Campfire Style Cheesy Sausage Orzotto,2,3897,707
2026-W29,19,HelloFresh,Lily's Lovely Lamb Burgers in Harissa Onion Sauce,2,4353,646.8
2026-W29,20,HelloFresh,"Miso, Green Chilli and Yellow Courgette Rigatoni",2,3382,711.3
2026-W29,21,HelloFresh,Sticky Spiced Onion & Summer Bean Braise on Bulgur,2,2541,519.5
2026-W29,22,HelloFresh,21 Day Aged Rump Steak and Warm Tomato Salsa,2,2945,582.5
2026-W29,23,HelloFresh,Chipotle Pork Belly Tacos and Pineapple Chutney,2,4743,639
2026-W29,24,HelloFresh,Satay Duck Rice Bowl,2,4664,732.5
2026-W29,25,HelloFresh,Gochujang Salmon Poke Bowl,2,3982,601.5
2026-W29,26,HelloFresh,"Garlic, Ginger and Soy Marinated Haddock",2,1931,575
2026-W29,27,HelloFresh,Cheesy Tuna Melt Style Naanizza,2,2816,410.4
2026-W29,28,HelloFresh,Speedy Cajun Prawn Rigatoni,2,3182,451.3
2026-W29,29,HelloFresh,Easy Beef Bolognese Orzo,2,2896,463.9
2026-W29,30,HelloFresh,Ginger Chicken Yakisoba Inspired Noodles,2,2458,420
2026-W29,31,HelloFresh,Sweet and Sticky Pork Stir-Fry,2,2965,370.2
2026-W29,32,HelloFresh,Lime Chicken and Amarillo Fiesta Rice Bowl,2,3220,471.3
2026-W29,33,HelloFresh,Spiced Sriracha Chicken Sando,2,4023,509.8
2026-W29,34,HelloFresh,Easy Peasy Smoky Bacon Spaghetti,2,3581,389
2026-W29,35,HelloFresh,Amarillo Chilli Glazed Sausage Bake,2,3333,493.3
2026-W29,36,HelloFresh,Indonesian Style Chicken Satay Traybake,2,2587,558.8
2026-W29,37,HelloFresh,Thai Inspired Chicken Noodles,2,2255,373.5
2026-W29,38,HelloFresh,Easy Peasy Beef and Veggie 'Nduja Bolognese,2,2911,454.5
2026-W29,39,HelloFresh,Quick Peri Peri Chicken Couscous Bowl,2,3091,594.3
2026-W29,40,HelloFresh,Baked Rosemary Chicken in White Wine & Leek Sauce,2,3036,671.6
2026-W29,41,HelloFresh,15 Minute Butter Chicken Masala,2,2969,407.3
2026-W29,42,HelloFresh,Teriyaki Pork Stir-Fry,2,3226,450
2026-W29,43,HelloFresh,Air Fryer Crispy Chicken Breasts and Spiced Chips,2,3439,676.5
2026-W29,44,HelloFresh,Air Fryer Teriyaki Beef Meatballs and Roasted Plums,2,2854,512
2026-W29,45,HelloFresh,Apricot Sausage Roll Air Fryer Bites,2,5938,619
2026-W29,46,HelloFresh,Quick Spiced Lentil Moussaka Style Rice Bowl,2,2826,570.3
2026-W29,47,HelloFresh,Warm Roasted Tomato and Lentil Salad,2,2246,458.5
2026-W29,48,HelloFresh,Spicy Cajun Tomato & Super Greens Rigatoni,2,3005,420.7
2026-W29,49,HelloFresh,Creamy Cajun Spiced Butter Beans,2,3448,696.3
2026-W29,50,HelloFresh,Falafel and Bulgur Tabbouleh Bowl,2,3371,596.5
2026-W29,51,HelloFresh,Greek Inspired Honey Glazed Halloumi,2,3028,584.2
2026-W29,52,HelloFresh,Sweet Spiced Vegetable Biryani Style Rice,2,2907,637.5
2026-W29,53,HelloFresh,XO Glazed Tofu & Mushroom Fried Rice,2,2813,570.3
2026-W29,54,HelloFresh,Indian Style Spiced Meat-Free Mince Tacos,2,2454,427
2026-W29,55,HelloFresh,Arrabbiata Style Pumpkin and Sage Girasoli,2,2519,415.4
2026-W29,56,HelloFresh,One Pan Red Thai Style Coconut Udon Soup,2,2065,574.5
2026-W29,57,HelloFresh,Cantonese Style Hoisin Chicken Noodles,2,2268,392.5
2026-W29,58,HelloFresh,One Pan Sesame-Ginger Miso Pork Udon,2,2443,386.8
2026-W29,59,HelloFresh,Thai Green Style Chicken and Mushroom Curry,2,2669,468.2
2026-W29,60,HelloFresh,Sun-Dried Tomato Chicken and Pesto Pasta Salad,2,2828,450
2026-W29,61,HelloFresh,Chermoula Spiced Chorizo and Black Bean Soup,2,2725,685
2026-W29,62,HelloFresh,Korma Spiced Chicken and Pepper Skewers,2,2585,551.5
2026-W29,63,HelloFresh,Roasted Chicken Breast and Creamy Mushroom Sauce,2,2597,630.9
2026-W29,64,HelloFresh,Zesty Baked Basa and Homemade Salsa Verde,2,2156,498.9
2026-W29,65,HelloFresh,Herby Chicken and Couscous Salad,2,2352,508
2026-W29,66,HelloFresh,Honey Sesame Beef and Pork Stir-Fry,2,2859,376.3
2026-W29,67,HelloFresh,Speedy Spicy Cajun Chicken Macaroni,2,3516,509.3
2026-W29,68,HelloFresh,Herby Lamb Meatballs in Chermoula Tomato Sauce,2,2771,765.9
2026-W29,69,HelloFresh,Green Chilli Curried Chicken Thighs,2,3168,586
2026-W29,70,HelloFresh,Quick Thai Inspired Lentil Curry,2,4142,686.7
2026-W29,71,HelloFresh,Korma Baked Basa and Chips,2,2641,578.5
2026-W29,72,HelloFresh,Curried Chicken Thigh Traybake,2,3684,721.5
2026-W29,73,HelloFresh,Loaded Beef Chilli Nachos,2,3955,537
2026-W29,74,HelloFresh,Crispy Serrano Caprese Bruschetta,2,2021,416
2026-W29,75,HelloFresh,Marry Me Chicken,2,2536,626
2026-W29,76,HelloFresh,Chicken in Creamy Tarragon Sauce,2,2294,601.3
2026-W29,77,HelloFresh,"Banging Bacon, Mustard and Mushroom Pie",2,2613,718
2026-W29,78,HelloFresh,Cheeseburger Inspired Beef Quesadillas Rapidas,2,4021,493
2026-W29,79,HelloFresh,Buffalo Style Chicken Salad,2,2825,483.8
2026-W29,80,HelloFresh,Cumberland Sausages in Mustard Cream Sauce,2,3208,766.9
2026-W30,1,HelloFresh,Korma and Mango Chutney Glazed Chicken,2,2307,544
2026-W30,2,HelloFresh,BBQ Beef and Pork Cheeseburger,2,3855,560.8
2026-W30,3,HelloFresh,Easy Pork Chilli Burrito Bowl,2,3995,633.5
2026-W30,4,HelloFresh,Layered Creamy Chicken Pasta Bake,2,3174,648.4
2026-W30,5,HelloFresh,Cosy Coronation Chicken Pie and Roasted Carrots,2,3189,789
2026-W30,6,HelloFresh,Red Thai Style Sweet Potato Curry and Zesty Rice,2,3267,802
2026-W30,7,HelloFresh,Build Your Own: Oregano Chicken Gyros,2,2863,673.3
2026-W30,8,HelloFresh,Family Favourite Pork Polpette Topped Naanizza,2,4368,438.6
2026-W30,9,HelloFresh,Cheesy Piggy Pie and Peas,2,3456,833.5
2026-W30,10,HelloFresh,BBQ Chicken Wings,2,4182,630.8
2026-W30,11,HelloFresh,Chermoula Chicken on Caramelised Onion Lentils,2,3057,656
2026-W30,12,HelloFresh,Chermoula Pork Koftas and Greek Style Fries,2,2675,518.8
2026-W30,13,HelloFresh,Harissa Beef Stuffed Courgettes,2,2912,735
2026-W30,14,HelloFresh,Albaloo Polo Inspired Sour Cherry & Lamb Rice,2,2685,602
2026-W30,15,HelloFresh,Smoky Tagine Inspired Butternut and Chickpeas,2,2291,806.3
2026-W30,16,HelloFresh,Fig Jam and Serrano Ham Panzanella Salad,2,2559,491.3
2026-W30,17,HelloFresh,Baked Chicken Thighs and Summer Bean Almond Salad,2,3514,590
2026-W30,18,HelloFresh,Caribbean Style Jerk Chicken Thighs,2,3923,612.8
2026-W30,19,HelloFresh,Honey Mustard Chicken & Thyme Bread Sauce,2,2801,735.3
2026-W30,20,HelloFresh,"Creamy Veggie 'Nduja, Sweet Potato and Onion Tart",2,5320,547.5
2026-W30,21,HelloFresh,Green & Yellow Courgette Cheesy Summer Tart,2,4979,765.5
2026-W30,22,HelloFresh,Rump Steak & Roast Veg Loaded Pearl Couscous,2,3940,786.5
2026-W30,23,HelloFresh,Bavarian Style Pork Belly and Homemade Apple Sauce,2,2463,828.4
2026-W30,24,HelloFresh,Confit Duck in Sticky Fig Sauce,2,3635,636
2026-W30,25,HelloFresh,Teriyaki Salmon Poke Style Bowl,2,2613,503
2026-W30,26,HelloFresh,Baked Basa and Creamy Pesto Pasta,2,3069,410.8
2026-W30,27,HelloFresh,Malaysian Prawn Kapitan Style Curry and Jasmine Rice,2,3144,562
2026-W30,28,HelloFresh,Traybake Prawn and Pepper Fajitas,2,2790,565.5
2026-W30,29,HelloFresh,Peri Peri and Creme Fraiche Beef Pasta,2,3377,520.8
2026-W30,30,HelloFresh,15 Minute Thai Green Style Chicken Curry,2,2804,463.2
2026-W30,31,HelloFresh,Super Quick Cheeseburger Inspired Rice Bowl,2,3558,398.8
2026-W30,32,HelloFresh,Easy Peasy Zanzibar Style Chicken,2,2721,405
2026-W30,33,HelloFresh,Creamed Cajun Chicken and Corn Rice Bowl,2,4064,576.8
2026-W30,34,HelloFresh,Easy Peasy Buffalo Inspired Pork Rice Bowl,2,3472,465.4
2026-W30,35,HelloFresh,Curried Roasted Veg and Sausage Traybake,2,2846,548.5
