week,slot_number,recipe_nk,recipe_title,total_kcal,total_grammage,kcal_net_pantry,grammage_net_pantry
2026-W29,75,4ea3395f-0721-4927-9a4d-53ff47d88017,Marry Me Chicken,606.1185468451242,626,583.8185468451243,620
2026-W29,76,e98759f9-a7df-492f-868d-5dd37ab9e94d,Chicken in Creamy Tarragon Sauce,548.2791586998088,601.3,548.2791586998088,601.3
2026-W29,77,acb91110-6718-4a0f-a292-1516735dfa23,"Banging Bacon, Mustard and Mushroom Pie",624.5219885277246,718,523.7019885277246,700
2026-W29,78,41f657d8-de0b-44a7-a06d-5ddbebb87f3f,Cheeseburger Inspired Beef Quesadillas Rapidas,961.0420650095602,493,891.4220650095602,484.56
2026-W29,79,213dcdbf-dffd-432b-b173-c9206d72f8b8,Buffalo Style Chicken Salad,675.1912045889101,483.8,551.4312045889101,470.92
2026-W29,80,7eece20d-9453-4469-b210-90d8eab3510b,Cumberland Sausages in Mustard Cream Sauce,766.7304015296367,766.9,766.7304015296367,766.9
2026-W29,81,d4855d94-78c2-48a5-9f5d-847c1a79808e,Onion Bhaji Fritter Burger and Chips,808.7954110898661,709.8,727.9054110898661,686.91
2026-W29,82,55a7b58b-5c12-48b8-8627-a0d8cb177349,Korma Spiced Paneer and Pepper Skewers,757.887189292543,510.5,757.887189292543,510.5
2026-W29,83,6d3cc321-fa34-4fe0-9fc2-52b13c4f61c5,Tex-Mex Style Beef Enchilada Inspired Lasagne,902.246653919694,656.5,764.366653919694,633.72
2026-W29,84,babdfc91-1dc7-4627-ab2f-ec3ad99f8de3,Crispy Bacon & Aubergine Parmigiana Inspired Salad,588.4321223709369,554,526.5521223709369,547.56
2026-W29,85,df6ead3a-fbcf-483c-b50d-5db37a138d80,Basa en Papillote and Sun-Dried Tomato Butter,523.6615678776291,546.5,380.2615678776291,526.5
2026-W29,86,d40dcb07-98cd-4421-8ef1-ded15b22f7a2,"Bangers, Mash and Leek & Chive Sauce",617.8298279158699,579.5,617.8298279158699,579.5
2026-W29,87,3def620e-e9c3-4397-b26f-0f3d1a73f4c1,Pan-Fried Pork Steak and Mustard Tarragon Sauce,567.1606118546845,665.3,567.1606118546845,665.3
2026-W29,88,f683b4f1-81cd-48be-9e04-5562c0c5e2f8,Beef Cheeseburger Loaded Jacket Potato,755.9751434034416,707,674.7451434034416,695.56
2026-W29,89,2b1ddd6c-7bb5-43fd-862b-43bffca60bd9,Spiced Halloumi Steak and Hot Honey Sauce,835.3250478011472,490.8,658.1550478011472,467.36
2026-W29,90,4063e4cd-f936-4e1b-9a04-d0124ddd748d,Creamy Chicken à la Normande,614.0057361376673,591.9,527.7457361376673,577.9
2026-W29,91,39cb351e-ac7a-408f-9386-bd546c0e7b17,Hot Honey Crispy Chicken and Halloumi Burger,1123.3269598470363,686.8,1041.2269598470364,673.9699999999999
2026-W29,92,66b43771-7fc6-4bfd-b065-c80b2270f1d4,Speedy Pulled Beef Chilli Con Carne and Easy Rice,906.0707456978968,934,906.0707456978968,934
2026-W29,93,2ae85225-34f7-4d14-b667-098d45f7081d,Harissa Lamb Steak and Halloumi Mezze Bowl,1123.565965583174,735,1015.265965583174,721.34
2026-W29,94,87363321-a452-4121-b849-3ac492490517,21 Day Aged Sirloin Steak in Garlic & Chive Butter,855.8795411089866,523.5,686.4495411089865,502.06
2026-W29,95,8cee2a66-fc9f-47bd-aa9a-f90e5f43507b,Turkish Inspired Chermoula Chicken Shawarma,1167.7820267686425,1038.3,1102.0320267686425,1030.86
2026-W29,96,1f248458-c3cf-4c60-a1e6-1e6437ddf65d,Crispy Sea Bream on King Prawn Tagliatelle,847.5143403441682,562.5,816.5743403441681,559.28
2026-W29,97,1f359f41-dd02-48e1-b1e1-fbcd1ddf9e6f,Smoky BBQ Pulled Pork Bao,1252.151051625239,725.3,1248.2810516252391,724.3
2026-W29,98,ae5a8b02-f896-4588-8d16-5c82fc392872,"Cheddar, Chicken and Chorizo Enchiladas",1244.7418738049712,987.9,1237.0018738049712,985.9
2026-W29,99,44dd4165-b59e-4722-91ef-203b568eaaab,BBQ Jerk Style Chicken and Mango Glazed Sausages,953.3938814531548,771,891.5138814531548,764.56
2026-W29,100,d2d02cda-2e70-448d-b40d-f2c265eb3f6c,Fable Mushroom and Charred Corn Veggie Tacos,1102.0554493307839,701.3,1032.4354493307837,692.8599999999999
2026-W30,1,85e84d89-e7f6-40ad-ab6a-ea6ee795fd26,Korma and Mango Chutney Glazed Chicken,551.3862332695984,544,551.3862332695984,544
2026-W30,2,7663310d-b114-4452-8a1f-74d638b4cdbc,BBQ Beef and Pork Cheeseburger,921.3671128107075,560.8,858.6271128107074,552.2475999999999
2026-W30,3,d44f77c9-3c0c-4771-8580-b8862214bb6e,Easy Pork Chilli Burrito Bowl,954.8279158699809,633.5,892.9479158699809,627.06
2026-W30,4,d5143c57-e02d-4295-a8a8-72661b22023a,Layered Creamy Chicken Pasta Bake,758.604206500956,648.4,747.4242065009561,645.51
2026-W30,5,9aaeb155-54da-4485-9242-73fa8a718077,Cosy Coronation Chicken Pie and Roasted Carrots,762.189292543021,789,747.629292543021,785
2026-W30,6,691b01d0-c165-47db-a597-134bbfb92a9b,Red Thai Style Sweet Potato Curry and Zesty Rice,780.831739961759,802,773.091739961759,800
2026-W30,7,fd7bfbe0-f9d6-4206-b6f1-bdb34f7e01c7,Build Your Own: Oregano Chicken Gyros,684.2734225621415,673.3,676.5334225621415,671.3
2026-W30,8,64b9e3a6-ad28-4aaf-89e4-6ba58fe6480b,Family Favourite Pork Polpette Topped Naanizza,1043.9770554493307,438.6,935.6770554493307,424.6412
2026-W30,9,1944639f-f432-48c1-a08d-5e527b4e9688,Cheesy Piggy Pie and Peas,826.0038240917781,833.5,818.2638240917781,831.5
2026-W30,10,98e7d3d4-902e-4084-bd1b-488cc842b882,BBQ Chicken Wings,999.5219885277246,630.8,929.9019885277246,622.3599999999999
2026-W30,11,d4bd5ad8-11f9-4bd0-856f-0072f0485aaf,Chermoula Chicken on Caramelised Onion Lentils,730.640535372849,656,726.7705353728489,655
2026-W30,12,4a8a96b6-ca13-4fe5-878c-ddffe0d12fb3,Chermoula Pork Koftas and Greek Style Fries,639.34034416826,518.8,635.47034416826,516.9699999999999
2026-W30,13,fef95539-1b2c-497b-bed9-377a55457de6,Harissa Beef Stuffed Courgettes,695.9847036328872,735,695.9847036328872,735
2026-W30,14,e45fe3c3-e277-42c3-956a-5186d61c2410,Albaloo Polo Inspired Sour Cherry & Lamb Rice,641.7304015296367,602,641.7304015296367,601.17
2026-W30,15,3d8f01d3-97d2-4279-bb15-37c79f3f69e2,Smoky Tagine Inspired Butternut and Chickpeas,547.5621414913958,806.3,468.9821414913958,794.52
2026-W30,16,a68f2b03-5a77-4fc9-840f-34721d6b650c,Fig Jam and Serrano Ham Panzanella Salad,611.6156787762906,491.3,483.98567877629057,477.42
2026-W30,17,48a35bac-ebe6-4d4a-9f2b-6b57d2c94231,Baked Chicken Thighs and Summer Bean Almond Salad,839.8661567877629,590,839.8661567877629,590
2026-W30,18,50894082-d1e9-498f-8860-4f3bea3b2860,Caribbean Style Jerk Chicken Thighs,937.6195028680688,612.8,744.2395028680688,591.4799999999999
2026-W30,19,54ed10d8-c2bc-45d8-b8e7-84e97e639268,Honey Mustard Chicken & Thyme Bread Sauce,669.4550669216061,735.3,521.5050669216062,610.3
2026-W30,20,bb1c2190-8f98-44a6-a54d-f4b63e119672,"Creamy Veggie 'Nduja, Sweet Potato and Onion Tart",1271.51051625239,547.5,1205.33051625239,539.9499999999999
2026-W30,21,b6506c2f-23df-446e-b04f-3b63cb898188,Green & Yellow Courgette Cheesy Summer Tart,1190.0095602294455,765.5,1124.2595602294455,758.06
2026-W30,22,03b11a4e-8f69-4834-8c07-d6fd17438efb,Rump Steak & Roast Veg Loaded Pearl Couscous,941.6826003824092,786.5,879.8026003824092,780.06
2026-W30,23,a432cf19-ff8e-4893-9eed-fdab9b5c61d7,Bavarian Style Pork Belly and Homemade Apple Sauce,588.6711281070745,828.4,580.9311281070745,826.4
2026-W30,24,fb261c87-add0-4194-84d5-4b43e3ccebe8,Confit Duck in Sticky Fig Sauce,868.7858508604206,636,797.0858508604206,626
2026-W30,25,b888c8a5-c27d-4532-a4d3-e33fdfdcdfa4,Teriyaki Salmon Poke Style Bowl,624.5219885277246,503,562.6419885277246,496.56
2026-W30,26,01c666b9-40ae-4e42-b644-57d0b133aa08,Baked Basa and Creamy Pesto Pasta,733.5086042065009,410.8,733.5086042065009,410.8
2026-W30,27,75278002-d323-4dca-b111-2a70698e0903,Malaysian Prawn Kapitan Style Curry and Jasmine Rice,751.434034416826,562,743.694034416826,560
2026-W30,28,23e254aa-68fd-4d75-b587-efaeaaa127ba,Traybake Prawn and Pepper Fajitas,666.8260038240918,565.5,666.8260038240918,565.5
2026-W30,29,a34e24ad-926a-460e-a222-184b6908415e,Peri Peri and Creme Fraiche Beef Pasta,807.1223709369025,520.8,799.3823709369025,518.8
2026-W30,30,58317c68-f4b3-4640-9743-24d2661ade40,15 Minute Thai Green Style Chicken Curry,670.1720841300191,463.2,670.1720841300191,463.2
2026-W30,31,3013c39e-8c4a-4ac7-a29d-11eb206ec0db,Super Quick Cheeseburger Inspired Rice Bowl,850.3824091778203,398.8,850.3824091778203,398.8
2026-W30,32,5cd41bb9-857f-4bb2-8658-324e412f04ff,Easy Peasy Zanzibar Style Chicken,650.3346080305927,405,650.3346080305927,405
2026-W30,33,0a1ed288-350e-4a1d-a8fa-1dab30dfd82c,Creamed Cajun Chicken and Corn Rice Bowl,971.3193116634799,576.8,935.4693116634799,571.8
2026-W30,34,c243485b-b814-4add-a449-565eb697ed14,Easy Peasy Buffalo Inspired Pork Rice Bowl,829.8279158699809,465.4,758.1279158699808,455.4
2026-W30,35,e4ad13dd-a680-41fb-8051-9bc451068b49,Curried Roasted Veg and Sausage Traybake,680.2103250478011,548.5,680.2103250478011,548.5
2026-W30,36,cd3fb1bc-5a55-4c3d-ab4b-f0adfb6cc921,Put Your Feet Up Goan Style Chicken Traybake,781.548757170172,585.5,781.548757170172,585.5
2026-W30,37,9f92026b-dc1d-49f5-953f-8f16ae76de2b,Speedy Peri Peri Chicken Thighs and Spiced Chickpeas,945.9847036328872,709.8,866.5447036328871,697.8
2026-W30,38,85420a9e-7d83-4a26-a651-1f9e0bc16ca9,Speedy Beef and Red Wine Open Pie,560.4684512428298,589.5,552.7284512428298,587.5
2026-W30,39,8e470eab-e6f3-4e4b-a21b-0e2108b59368,Easy Peasy Chorizo Linguine,792.5430210325047,336.2,784.8030210325047,334.2
2026-W30,40,acc8f865-558b-412a-a8db-f05508d970b7,Chorizo and Yellow Courgette Pan-Fried Gnocchi,693.5946462715104,609.5,614.1546462715105,597.5
2026-W30,41,3dece98f-8d66-40ea-a4d7-d72df2f9dbe6,Build Your Own: Asian Style Crispy Chicken & Rice,873.0879541108986,654.3,793.6479541108986,641.63
2026-W30,42,f22cc4b4-79d5-4f26-a20e-5129e5f6f979,Swedish Style Creamy Dill Chicken,694.3116634799235,674.3,622.6116634799234,664.3
2026-W30,43,c974aaad-fc22-4ebd-a0c4-a8c4ad6f0bf5,Air Fryer Miso Peanut Chicken Udon Noodles,741.395793499044,573.5,741.395793499044,573.5
2026-W30,44,70029eec-38e8-431e-82c5-c0d9dbfc5555,West African Style Air Fryer Beef Skewers,722.5143403441682,500.8,722.5143403441682,500.13
2026-W30,45,ec9545f2-c2dc-41ff-8a48-bf0dcb3b2649,Air Fryer Peri Peri Pork Steak and Herby Potatoes,551.3862332695984,486.7,551.3862332695984,486.7
2026-W30,46,32b125d0-52a0-4192-904b-ce115360c475,Yi Mein Inspired Longevity Noodles,502.151051625239,355.5,403.931051625239,345.2788
2026-W30,47,34dd89d7-2ddd-43db-af1d-f28af20a5226,Speedy Chipotle Bean Chilli,762.6673040152963,697.5,690.9673040152962,687.5
2026-W30,48,4f350379-ad15-4a5b-bb9c-353eaf316448,"Warming Ginger, Cauliflower and Coconut Bowl",663.9579349904398,584.5,656.2179349904397,582.5
2026-W30,49,87768beb-213f-441e-8e32-79db40aa748d,Spinach and Ricotta Tortelloni in Spicy Cajun Sauce,712.2370936902486,467.3,632.7970936902486,455.3
2026-W30,50,6a448b53-d508-4a3b-8d1f-a62572fc1ba1,Harissa Butternut Squash Tacos,870.697896749522,763.2,862.957896749522,761.2
2026-W30,51,66067033-a871-4a11-a30e-80caabe3b4e2,Halloumi Thai Red Style Curry,858.2695984703632,438.2,858.2695984703632,438.2
2026-W30,52,780c7536-2b75-4b48-8c09-e4ebe7447295,Summer Bean Ratatouille and Rice,614.9617590822179,744.5,543.2617590822178,734.5
2026-W30,53,36580e52-dd2c-4016-86ea-f15da75b3901,Indonesian Style Spiced Tofu in Sweet Hoisin Sauce,846.0803059273422,627.8,754.1603059273423,612.24
2026-W30,54,6d73f3a8-e68b-49fe-9092-4177721b57e9,Peri Peri Meat-Free Cheeseburger Inspired Bowl,575.5258126195029,514.8,503.82581261950287,504.79999999999995
2026-W30,55,46d306e6-175b-47ee-82ab-c773f85e5e43,"Earthy Truffle Mushroom, Spinach and Filo Pie",613.5277246653919,650,613.5277246653919,650
2026-W30,56,0a94c521-31f4-40d0-960d-ac1d6d332e1e,Quick Curried Roasted Chickpea Salad,534.8948374760994,395.5,450.66483747609936,386.7324
2026-W30,57,05df5499-3dc7-442c-bacd-a0dc707514c1,Bulgogi Chicken Stir-Fry,524.378585086042,402.5,524.378585086042,402.5
2026-W30,58,7b8a30b4-8da8-4900-ab8d-abe33649b22d,"Speedy Ginger, Lime and Garlic Coconut Chicken",641.0133843212237,449.5,633.2733843212237,447.5
2026-W30,59,b023a373-a27c-4d30-9a2b-69d8d008944c,Peri Peri Chicken and Chips,567.6386233269599,549.3,440.0086233269599,535.42
2026-W30,60,05092fd8-cb3b-437b-b4c5-e24789cdb793,Middle Eastern Style Lamb Meatballs in Cherry Sauce,581.7399617590822,604.3,581.7399617590822,603.63
2026-W30,61,d16aa9a9-e228-4ec4-9f71-247b82c9066d,Cured Ham Tortelloni in Veggie 'Nduja Sauce,532.2657743785851,427,524.5257743785851,425
2026-W30,62,ace739c5-9050-4882-86d5-f3aa61513566,Greek Style Lemon and Herb Chicken Salad,639.8183556405354,543,508.3183556405354,528.12
2026-W30,63,008d7939-abac-44b7-a8c3-55368736a106,Lamb Rogan Josh Pilaf,635.2772466539196,442.5,635.2772466539196,442.5
2026-W30,64,b389869c-219d-4f74-ba0f-d4a451b0e71c,Lemon and Herb Barramundi in Garlic Butter,547.3231357552581,633.3,443.75313575525814,618.8599999999999
2026-W30,65,bec7a941-c7e7-4b8a-a466-d840234bb8ac,Cajun Spiced Chicken and Chive Dressing,604.4455066921606,531.3,480.68550669216063,518.42
2026-W30,66,3027b7a1-d742-4333-8b4d-53d185b686b5,"Red Wine, Mushroom and Beef Rigatoni",772.227533460803,518.8,692.7875334608029,506.79999999999995
2026-W30,67,9cdf8184-2c50-4c7e-ad3a-50d827f33070,Pesto Chicken Traybake and Garlic Rice,666.586998087954,560.4,594.886998087954,550.4
2026-W30,68,8b04ac6d-5f3f-4442-8bfb-e5e81f35dfc4,Mexican Style Chicken and Charred Veg Salad,707.9349904397706,499.8,603.9349904397706,487.7812
2026-W30,69,980d8798-003c-402b-92fe-60c23eba1a4a,Quick Beef & Bean Chilli,909.6558317399617,774.5,901.9158317399617,772.5
2026-W30,70,a1563f6d-3c0c-42a8-87ed-8a70ded04058,Warm Cajun Spiced Sweet Potato Salad,703.3938814531549,601.5,579.6338814531549,588.62
2026-W30,71,279ed1d2-fe4c-4605-a283-f478cd1b561d,Korma Baked Basa and Chips,631.2141491395794,578.5,559.5141491395793,568.5
2026-W30,72,3c78127e-adac-4aa2-9905-1f81061aabea,Curried Chicken Thigh Traybake,880.4971319311663,721.5,880.4971319311663,721.5
2026-W30,73,5b759ec7-a30b-4bc8-8025-4c613510aeca,Loaded Beef Chilli Nachos,945.2676864244742,537,937.5276864244742,535
2026-W30,74,e465bdde-138d-4c23-a410-3d908195f6d5,Crispy Serrano Caprese Bruschetta,483.0305927342256,416,412.5505927342256,407.34
2026-W30,75,85ad87e2-b6b5-42e7-bc89-06bf239fff14,Marry Me Chicken,606.1185468451242,626,583.8185468451243,620
2026-W30,76,3e716bc7-bdbe-48d8-935f-fad2419faded,Chicken in Creamy Tarragon Sauce,548.2791586998088,601.3,548.2791586998088,601.3
2026-W30,77,249a56d5-d9d8-4b3b-8631-cda4cc411a1c,"Banging Bacon, Mustard and Mushroom Pie",624.5219885277246,718,523.7019885277246,700
2026-W30,78,004d3c94-f88c-45c2-bcc9-0a844f17a4bd,Cheeseburger Inspired Beef Quesadillas Rapidas,961.0420650095602,493,891.4220650095602,484.56
2026-W30,79,e3d0e72f-2737-4af2-9b9c-77dffc97323c,Buffalo Style Chicken Salad,675.1912045889101,483.8,551.4312045889101,470.92
2026-W30,80,e162f389-85e8-4f4d-a5cc-e3f31f84b4d0,Cumberland Sausages in Mustard Cream Sauce,766.7304015296367,766.9,766.7304015296367,766.9
2026-W30,81,37278786-0492-47e6-93de-b785260ffc64,Onion Bhaji Fritter Burger and Chips,808.7954110898661,709.8,727.9054110898661,686.91
2026-W30,82,46bde034-3097-4090-96e1-4b1aa3e33c92,Korma Spiced Paneer and Pepper Skewers,757.887189292543,510.5,757.887189292543,510.5
2026-W30,83,df96ead0-52cd-4805-99b0-12669ded19de,Tex-Mex Style Beef Enchilada Inspired Lasagne,902.246653919694,656.5,764.366653919694,633.72
2026-W30,84,3b4f0103-52de-4e0e-b2a4-b1a628d56af9,Crispy Bacon & Aubergine Parmigiana Inspired Salad,588.4321223709369,554,526.5521223709369,547.56
2026-W30,85,7cf9a27d-fdb1-431a-aa4b-7b7777a27695,Basa en Papillote and Sun-Dried Tomato Butter,523.6615678776291,546.5,380.2615678776291,526.5
2026-W30,86,99671998-f70e-47b5-b983-736a3ede3cd0,"Bangers, Mash and Leek & Chive Sauce",617.8298279158699,579.5,617.8298279158699,579.5
2026-W30,87,07d2f512-f1dc-47fe-af07-a25878dbae33,Pan-Fried Pork Steak and Mustard Tarragon Sauce,567.1606118546845,665.3,567.1606118546845,665.3
2026-W30,88,185ca167-1fdd-4b36-8a4c-7faecaf4a545,Beef Cheeseburger Loaded Jacket Potato,755.9751434034416,707,674.7451434034416,695.56
2026-W30,89,d792803f-f999-438a-af96-7d734c00f6ba,Spiced Halloumi Steak and Hot Honey Sauce,835.3250478011472,490.8,658.1550478011472,467.36
2026-W30,90,cdb5ebcd-53f1-46ba-a16a-be707e72dc66,Creamy Chicken à la Normande,614.0057361376673,591.9,527.7457361376673,577.9
2026-W30,91,a824f75e-d52a-4de7-aef9-36c2f9022f36,Hoisin Pulled Pork Tacos and Fries,1338.432122370937,849.5,1334.562122370937,847.67
2026-W30,92,c3c426b1-138c-4e32-87a2-0fa6591a64aa,Ultimate Chicken Korma and Basmati Rice,1231.1185468451242,825,1159.4185468451242,815
2026-W30,93,5a870fe4-0c79-4902-873a-a92edb259c26,Chimichurri 21 Day Aged Rump Steak Surf and Turf,811.9024856596558,661.8,622.3924856596558,641.4799999999999
2026-W30,94,9bbd4cb3-ffd6-4b4e-bc47-3a80cf649cba,Monkfish in Chorizo Butter and Tomato Tagliatelle,912.5239005736138,508.5,876.6739005736138,503.5
2026-W30,95,e4fbcfd6-b214-49b3-9ef6-f1eae72e6186,Seared Lamb Steak and Red Wine Jus,750.4780114722753,700,750.4780114722753,700
2026-W30,96,fafe400d-713e-42d0-a546-817252e44ebc,Pan-Fried Sea Bream and Miso-Maple Sauce,668.4990439770554,668,589.0590439770554,656
2026-W30,97,93f93644-958c-47a1-9cb8-dcde20f41c99,"Chicken, Chorizo & Mushroom Tagliatelle Alfredo",1228.7284894837476,724.5,1126.0884894837475,711.28
2026-W30,98,bb2457e7-8d00-43f8-a3d8-b0eddf418473,Peri Peri Chicken Burger and Halloumi Fries,1229.2065009560229,785.5,1214.646500956023,780.67
2026-W30,99,a59c39fd-e24d-4c70-92eb-90f6f181896e,Korean Style Braised Pork Belly and Sticky Rice,812.6195028680688,534.3,716.4795028680688,523.0999999999999
2026-W30,100,de0dfd37-0fc1-4627-be6d-6cbda1191d13,Burrata Topped Triple Mushroom Tagliatelle,1251.4340344168259,692.3,1251.4340344168259,692.3
2026-W31,1,4eb1d819-d02e-4d55-8d41-65702174bc72,Crispy Chicken Goujons and Cheesy Wedges,717.7342256214149,566,717.7342256214149,565.17
2026-W31,2,828c6c92-13cb-4597-96e6-6c4a7caa3cbd,Speedy Cajun Beef and Pork Pepper Rigatoni,867.5908221797323,519.2,859.8508221797323,517.2
2026-W31,3,1f8d7a04-69aa-4bb6-918a-0efc8e41533d,Mexican Style Cheesy Pork Nachos Rapidos,1062.3804971319312,678.5,982.9404971319311,666.5
2026-W31,4,632c9314-1377-4f5f-ab41-2f170580ab29,Beef Cheeseburger Inspired Tacos,833.6520076481835,675.7,829.7820076481835,674.7
2026-W31,5,d8db3d49-48a1-4e18-bfac-32251e32e728,Spiced Pork Pilaf and Mango Chutney,888.3843212237093,673.5,812.8143212237094,662.5
2026-W31,6,0690223c-f8de-4f24-b4af-1b0af49fb7f1,Roasted Vegetable Lasagne,724.4263862332696,607.3,716.6863862332696,605.3
2026-W31,7,2638843c-fb11-4b6a-a7ec-3637406d4895,Build Your Own: Cheesy Baked Potato Bar,801.1472275334608,589.5,765.2972275334607,584.5
2026-W31,8,e6cd3391-a3d7-4082-b9db-83af8eb9b893,Family Favourite Chicken Milanese and Cheesy Chips,735.4206500956022,693.8,665.8006500956022,684.6899999999999
2026-W31,9,396aebfe-8442-4b64-a923-a9d6867c714b,"Chorizo Pizza Pinwheels, Wedges and Aioli Dip",1389.34034416826,680.4,1389.34034416826,680.4
2026-W31,10,8a7af3d2-ddc3-4134-a8dd-3603d13562b8,Naked Spiced Lamb Kofta Kebab Salad,630.736137667304,485.8,592.056137667304,479.75
2026-W31,11,b9ca92c7-f986-458d-be7b-f0a7da04aaa1,Chermoula Baked Chicken Thighs,730.640535372849,571.3,730.640535372849,571.3
2026-W31,12,18bb1ecc-f4a4-460a-a2b9-96a726b0e67b,Spiced Pork Meatballs in Harissa & Garlic Sauce,786.5678776290631,670.3,778.8278776290631,667.4699999999999
2026-W31,13,e4b96bbb-45f5-4fc8-9441-86be5a3e47fe,Middle Eastern Inspired Beef Tagine,765.057361376673,694.5,685.617361376673,682.5
2026-W31,14,f033a42a-cda6-462d-8844-878b6ddf50f9,Chermoula Chicken Loaded Naan,974.1873804971319,461.8,908.4373804971319,454.36
2026-W31,15,11c05593-465f-42d9-8ddf-71b6b73a2589,Middle Eastern Style Roasted Butternut Squash Bowl,766.9694072657743,546.5,697.3494072657743,538.06
2026-W31,16,2ed84ad2-77ee-41c1-a8f1-89274b84646d,Spiced Chicken & Yellow Courgette Loaded Naans,922.0841300191204,654.5,914.3441300191204,652.5
2026-W31,17,549aa47f-5b05-4bc7-a069-129f9ec8f814,"Chorizo, Summer Bean and Blistered Tomato Macaroni",672.0841300191204,311.3,600.3841300191203,301.3
2026-W31,18,cb98d08f-d4d5-4772-9565-a9b1df078b7a,Fuss-Free Teriyaki Chicken Traybake,598.7093690248565,515.2,598.7093690248565,515.2
2026-W31,19,425ad425-aef4-4329-9d6d-77a9ff9b7b2a,Thyme Chicken and Gravy Midweek Roast,736.6156787762906,968.3,599.9456787762906,945.3
2026-W31,20,3b38e118-edf5-449e-bfca-652d02d1da4d,"Miso, Green Chilli and Yellow Courgette Rigatoni",809.7514340344168,711.7,773.9014340344168,706.7
2026-W31,21,3a2a486b-2f10-4995-90b0-55e8d225ed9a,Sticky Spiced Onion & Summer Bean Braise on Bulgur,607.3135755258126,519.5,563.7235755258125,512.5
2026-W31,22,efa0dc11-6157-4ee0-8de3-be8b038b1306,21 Day Aged Rump Steak and Cheesy Garlic Mash,799.2351816443594,843.5,727.5351816443593,833.5
2026-W31,23,5fdd5e92-84e7-4ae3-b7db-475acf5ea5fa,Garlic Butter Lamb Steaks,679.9713193116635,666.5,604.4013193116634,655.5
2026-W31,24,17989ade-8b62-4450-95d4-041ccb8d7cd5,BBQ Pulled Duck Burger,1265.774378585086,708,1200.024378585086,700.56
2026-W31,25,665c5824-ad17-4f8d-a7f1-ec08000bc70a,Super Quick Tandoori Salmon,717.7342256214149,515.5,651.9842256214149,508.06
2026-W31,26,f44ba866-9c23-4c34-bf7e-fda21bafa9aa,Smørrebrød Inspired Smoked Salmon Open Sandos,664.6749521988528,567,664.6749521988528,567
2026-W31,27,4f931f9e-c66c-40c4-9185-064facb1fab7,Crispy Fish Fillet Burger and Chips,948.3747609942639,700.5,940.6347609942638,698.5
2026-W31,28,c3751c5f-e7cf-4734-860d-f7b63df095be,Fragrant Teriyaki Prawn Stir-Fry,446.22370936902485,395,384.34370936902485,388.56
2026-W31,29,ea31bac1-a740-456f-8f2a-cfa88af2a7d9,Chermoula Spiced Beef and Pearl Couscous Bowl,648.9005736137667,474.5,641.1605736137667,472.5
2026-W31,30,30e54986-bfaa-4330-bb84-91dad5d562c3,Mediterranean Style Chicken Cassoulet,531.548757170172,622,452.10875717017205,610
2026-W31,31,f4ec0e8e-d783-4429-bd21-bcb68cb9d2f4,Super Quick Chorizo and Bean Stew,549.4741873804971,540.9,549.4741873804971,540.9
2026-W31,32,71355ba4-76fd-4125-bbb2-64f78d4eec6d,Fragrant Red Thai Style Chicken Noodle Laksa,652.4856596558317,553.5,648.6156596558317,552.5
2026-W31,33,c6325a95-23eb-438e-a0dd-3744f35361ca,Tex-Mex Style Smoky Chicken Couscous Bowl,623.8049713193117,593.8,544.3649713193117,581.8
2026-W31,34,8f69989d-28a1-408a-9db3-cb76e5ce687a,Pronto Spiced Ham Tortelloni,684.5124282982791,499.3,684.5124282982791,499.3
2026-W31,35,e5b81e12-af0b-4a99-913c-64769a21addd,Honey Glazed Sausage Bake and Bravas Inspired Sauce,707.4569789674952,663.9,707.4569789674952,663.9
2026-W31,36,0d92442c-9c63-4116-b041-a2d8eba2988b,Thai Green Style Chicken Curry,632.887189292543,434.2,629.017189292543,433.2
2026-W31,37,d6bc0415-3cf1-4c83-9ac4-e0864664090d,Harissa Chicken Loaded Naans,633.8432122370937,403.8,633.8432122370937,403.8
2026-W31,38,7c161a9a-099b-42e4-83a1-7810906aa0dc,Super Quick Beef Cheeseburger Inspired Rice Bowl,763.623326959847,400.8,755.883326959847,398.8
2026-W31,39,ec245c05-aa4f-44d6-932a-0c0fda88ccce,Speedy Thai Inspired Pork Noodles,721.7973231357553,408.2,721.7973231357553,408.2
2026-W31,40,197d8540-c8c2-4607-b385-0555431420ce,Quick Fragrant Pork and Mushroom Stir-Fry,665.8699808795411,356,661.9999808795411,355
2026-W31,41,5390f496-84a3-48a1-96e0-f6edde447499,General Tso's Inspired Chicken,910.6118546845124,531.5,874.2118546845124,521.5
2026-W31,42,91e05582-92cb-42fb-863a-a6b0aa755aad,Quick Chicken and Pesto Cream Sauce,783.9388145315487,722.5,732.1588145315487,715.28
2026-W31,43,119bd14f-912c-4ea6-a571-37579e1088d2,Air Fryer Cheesy Chicken Parmigiana Burger,812.6195028680688,519.3,790.3195028680689,513.3
2026-W31,44,4f56b7b5-37d6-4b6d-b99d-2ad867b1548a,Air Fryer Sweet Chilli Pork Steaks,593.6902485659656,590,593.6902485659656,590
2026-W31,45,e72a835f-e3e5-4012-ae03-07c5409a4729,Air Fryer Smoky Cherry Glazed Pork Meatballs,759.321223709369,520.3,759.321223709369,520.3
2026-W31,46,964e52f4-5050-453f-a75a-54b2307ed883,Red Thai Style Curry and Vegetable Gyozas,716.0611854684512,462.7,708.3211854684512,460.7
